Model.Year,Type,Weight,Horsepower,Acceleration,MPG,CO2
1989,Van,4215.153,168.5072,12.1288,17.04956,521.43094
1990,Van,4265.111,155.0605,12.4876,17.36383,511.95472
1991,Van,4289.274,155.9306,12.5015,17.4472,509.54799
1992,Van,4303.614,164.6642,11.7283,17.42012,510.28199
1993,Van,4363.597,173.1066,10.6856,17.27448,514.45845
1994,Van,4315.663,173.9024,10.5,17.47119,508.66601
1995,Van,4336.952,179.3328,10.5343,17.08665,520.11366
1996,Van,4418.835,193.9202,10.5309,17.70993,501.80896
1997,Van,4353.891,201.0551,10.1753,18.01041,493.43698
1998,Van,4291.476,198.7877,10.4744,18.17852,488.87366
1999,Van,4326.553,193.1446,10.6824,17.98816,494.04724
2000,Van,4323.366,192.6714,10.2191,18.02448,493.05171
2001,Van,4274.764,192.9306,9.9999,18.66962,476.01398
2002,Van,4307.41,192.6552,10.217,18.16589,489.21366
2003,Van,4346.815,194.6765,10.163,18.78197,473.16653
2004,Van,4360.247,196.8428,10.0961,18.64661,476.60148
2005,Van,4532.294,200.1935,10.1424,18.18728,488.63819
2006,Van,4715.202,207.695,10.2371,18.41394,482.62361
2007,Van,4725.855,236.6068,9.4712,18.23462,487.3695
2008,Van,4703.661,238.2972,9.4623,18.36668,483.86539
2009,Van,5271.175,232.9341,10.1103,15.99656,555.55687
2010,Van,5341.657,241.2253,10.081,16.16342,549.82159
2011,Van,5450.51,248.0284,9.9719,15.90202,558.85965
2012,Van,5342,237.4246,10.1563,16.25208,546.82227
2013,Van,5367.89,244.523,10.0174,16.12857,551.0099
2014,Van,5383.606,243.5661,10.0547,15.50109,573.31455
2015,Van,6661.927,296.7521,9.2055,13.39339,663.53648
2016,Van,6646.714,324,8.6116,13.14293,676.1811
2017,Van,6668.898,324,8.6277,12.70648,699.40711
1978,Sedan,3788.548,135.5113,13.3738,16.20387,548.88391
1979,Sedan,3761.4,135.9225,13.7827,16.28583,547.36716
1980,Sedan,3384.017,113.7871,14.9559,18.65859,479.14542
1981,Sedan,3445.27,110.8578,15.3455,19.77678,453.97279
1982,Sedan,3369.759,110.8856,16.2676,20.66651,433.40737
1983,Sedan,3448.308,116.7492,14.4612,20.06465,444.01293
1984,Sedan,3347.201,115.1024,14.3357,20.85001,426.64156
1985,Sedan,3324.943,116.6792,13.9206,21.79364,407.86061
1986,Sedan,3174.024,115.2296,13.2497,23.02399,385.98965
1987,Sedan,3192.107,122.8165,12.9426,23.1599,383.72358
1988,Sedan,3158.416,121.8995,13.0567,23.85108,372.60367
1989,Sedan,3191.102,132.5387,11.954,23.20116,383.04119
1990,Sedan,3255.674,136.1979,11.1341,23.01301,386.17283
1991,Sedan,3247.566,138.7424,11.1415,22.84628,388.99108
1992,Sedan,3306.052,145.8505,10.5502,22.41648,396.44932
1993,Sedan,3267.606,146.0707,9.8314,22.83847,389.1242
1994,Sedan,3277.788,148.9874,9.7158,22.89338,388.19075
1995,Sedan,3338.467,165.2206,9.3024,22.72019,391.14996
1996,Sedan,3337.055,167.1285,9.6401,23.08864,384.90793
1997,Sedan,3299.617,168.3169,9.6338,23.23454,382.49086
1998,Sedan,3362.509,173.6484,9.7196,22.69666,391.55549
1999,Sedan,3400.976,170.7266,9.8571,22.51104,394.78411
2000,Sedan,3453.042,174.9394,9.3767,22.57592,393.64953
2001,Sedan,3447.947,178.115,9.0624,22.91367,387.84715
2002,Sedan,3405.139,178.1735,9.0789,23.11592,384.45368
2003,Sedan,3468.27,180.5662,8.9152,23.10919,384.56568
2004,Sedan,3408.272,181.2383,8.8899,23.46819,378.68279
2005,Sedan,3468.959,186.9505,8.8169,23.32103,381.07243
2006,Sedan,3558.487,197.183,8.7128,22.94781,387.27014
2007,Sedan,3562.674,192.9154,8.9109,23.13244,384.17905
2008,Sedan,3650.829,203.1703,8.7942,22.97671,386.78288
2009,Sedan,3586.283,195.4173,8.744,23.97004,370.75452
2010,Sedan,3667.842,218.5893,8.3794,23.88283,372.10827
2011,Sedan,3774.752,214.0968,8.473,23.88689,372.04507
2012,Sedan,3675.569,207.3293,8.3968,25.70812,344.6955
2013,Sedan,3660.419,218.7569,8.2083,26.0266,340.00386
2014,Sedan,3634.784,215.197,8.334,26.68246,332.16576
2015,Sedan,3638.736,224.4998,8.08,26.82457,330.3961
2016,Sedan,3590.163,218.6976,8.0918,27.4392,322.97719
2017,Sedan,3494.661,213.5612,7.872,29.96535,291.67247
2018,Sedan,3513.139,211.9984,7.9131,29.64403,296.62773
2019,Sedan,3588.516,247.2914,7.391,27.9774,312.75827
2020,Sedan,3532.928,218.5484,7.8506,30.95022,279.96209
2021,Sedan,3515.039,241.5494,7.624,29.35494,297.20549
2022,Sedan,3633.457,243.1462,7.5189,30.96751,275.89006
1998,SUV,3500,165,10.5044,21.77232,408.17884
1999,SUV,3500,165,10.4815,21.82181,407.25307
2000,SUV,3500,165,10.0172,22.40434,396.66423
2001,SUV,3500,165,9.8981,22.30608,398.41156
2002,SUV,3500,165,10.0682,22.31069,398.32928
2003,SUV,3500,165,9.9907,21.90456,405.71459
2004,SUV,3500,172.981,9.7527,21.56663,412.07172
2005,SUV,3500,170.0369,9.787,22.56224,393.88822
2006,SUV,3855.635,202.5517,9.2937,20.9253,424.70111
2007,SUV,3707.806,191.2904,9.5177,21.56611,412.08179
2008,SUV,3882.13,205.8656,9.3302,20.91157,424.98006
2009,SUV,3571.21,178.6772,9.6153,22.38842,396.94633
2010,SUV,3694.159,175.9512,9.7963,23.28852,381.60441
2011,SUV,3814.997,181.0278,9.7288,23.77559,373.78674
2012,SUV,3800.244,179.1209,9.7752,23.79534,373.47647
2013,SUV,3778.458,171.2274,9.9388,25.76843,344.87939
2014,SUV,3684.387,171.3193,9.6489,27.16233,327.1811
2015,SUV,3684.374,173.851,9.5538,27.89075,318.63615
2016,SUV,3698.52,172.1121,9.6513,27.98806,317.52823
2017,SUV,3743.549,177.4802,9.528,28.47949,312.04908
2018,SUV,3688.105,174.1069,9.5722,28.77334,308.86225
2019,SUV,3953.989,185.9353,9.5261,28.29996,313.88875
2020,SUV,4044.187,195.8434,9.28,28.5577,310.96455
2021,SUV,3923.561,192.5503,9.2266,28.91995,307.174
2022,SUV,4049.554,202.7791,9.0584,27.92028,318.22555
2019,Truck,4867.437,313.8456,6.9641,23.57111,377.02927
2020,Truck,4834.314,336.1031,6.6093,23.12327,383.40278
2021,Truck,5009.035,327.4817,6.0231,23.58403,369.11051
2022,Truck,5043.924,335.236,6.0174,23.3921,371.43661
2015,SUV,4000,240,7.2609,27.63321,321.60583
2016,SUV,4000,240,7.2609,27.31937,325.30034
2017,SUV,4000,240,7.2609,24.57498,361.62796
2019,SUV,4000,248,7.1146,28.56567,311.10774
2020,SUV,4000,248,7.1146,29.49066,301.34967
2021,SUV,4000,248,7.1146,28.98645,306.59155
2022,SUV,4500,248,7.6003,25.84652,343.83742
1978,Sedan,3064.91,128.0398,11.541,16.36842,542.93584
1979,Sedan,3150.911,132.3903,12.4413,16.65964,533.445
1980,Sedan,3064.127,121.9733,13.1366,21.26065,418.00228
1981,Sedan,3004.663,117.2526,13.2577,21.75489,408.50593
1982,Sedan,2979.731,118.4601,14.0209,21.58696,411.68381
1983,Sedan,3019.453,126.4492,12.4652,21.55032,412.3837
1984,Sedan,2904.958,122.4933,12.222,22.98238,386.68762
1985,Sedan,3190.847,129.0693,12.2581,21.66213,411.76065
1986,Sedan,3232.12,132.4146,11.4399,21.24636,418.89137
1987,Sedan,3235.812,146.9155,10.8622,20.3318,437.09858
1988,Sedan,3576.618,176.5322,10.5906,18.00466,493.5943
1989,Sedan,3493.828,184.3465,9.7062,18.31651,485.19062
1990,Sedan,3583.578,187.0657,9.139,18.40974,482.73347
1991,Sedan,3557.409,182.554,9.3895,19.14252,464.25452
1992,Sedan,3648.426,185.8097,9.1851,19.93818,445.72777
1993,Sedan,3639.718,194.3674,8.4353,20.90851,425.04221
1994,Sedan,3660.418,197.7352,8.3621,20.75436,428.19913
1995,Sedan,3760.445,203.0469,8.5608,20.84278,426.3827
1996,Sedan,3453.167,180.8876,9.1241,22.34681,397.68545
1997,Sedan,3571.687,202.2726,8.5796,21.05099,422.1654
1998,Sedan,3594.954,205.4915,8.7308,20.72315,428.844
1999,Sedan,3675.658,198.8889,8.9002,20.66633,430.02313
2000,Sedan,3680.878,198.3757,8.5262,20.19204,440.12394
2001,Sedan,3734.253,220.3529,7.8922,20.1943,440.07467
2002,Sedan,3684.404,217.423,8.1156,21.10937,420.99792
2003,Sedan,3585.58,209.9383,8.1265,21.46344,414.05295
2004,Sedan,3596.285,214.1701,8.0073,21.19136,419.36912
2005,Sedan,3509.464,208.02,8.0184,21.63849,410.70335
2006,Sedan,3628.155,229.3025,7.6008,21.72526,409.06302
2007,Sedan,3697.122,242.799,7.4041,22.14516,401.3066
2008,Sedan,3793.657,255.9773,7.3073,21.88759,406.02925
2009,Sedan,3691.673,241.6699,7.3772,22.79797,390.10228
2010,Sedan,3706.085,248.1492,7.3888,22.83847,389.66294
2011,Sedan,3856.999,254.5816,7.2119,23.20552,383.77837
2012,Sedan,3741.3,251.9989,7.2755,25.02022,355.19274
2013,Sedan,3779.41,259.6531,6.9635,25.79631,344.50659
2014,Sedan,3855.247,259.1068,6.8858,27.21624,326.59715
2015,Sedan,3799.243,254.9992,6.8996,27.10611,326.76375
2016,Sedan,3862.926,254.3848,6.8702,26.61715,333.22162
2017,Sedan,3840.788,243.9759,6.9635,27.91449,314.67009
2018,Sedan,3947.906,258.3948,6.7454,27.31841,321.79429
2019,Sedan,3919.593,259.6088,6.7872,27.61696,317.55704
2020,Sedan,4010.426,286.8702,6.5686,27.08252,326.55581
2021,Sedan,3998.922,280.5308,6.43,27.78066,316.37671
2022,Sedan,4073.981,298.8971,6.2994,27.80146,313.41143
2000,SUV,5000,282,8.1471,14.30324,621.32775
2001,SUV,4797.2,246.7278,8.8528,15.6503,567.84847
2002,SUV,5000,242.6807,9.3534,16.33352,544.09596
2003,SUV,5000,244.2155,9.2353,16.23491,547.40052
2004,SUV,4507.58,228.2918,9.1258,17.4499,509.28657
2005,SUV,4561.927,239.2847,8.8612,17.22956,515.79946
2006,SUV,4542.519,242.1816,8.8243,17.19659,516.7885
2007,SUV,4581.096,274.7487,8.0051,18.8441,471.6066
2008,SUV,4752.617,278.13,8.1485,18.45165,481.63703
2009,SUV,4983.638,284.087,8.0953,18.27006,491.08074
2010,SUV,4935.214,291.5804,8.1156,18.92469,480.03637
2011,SUV,4963.965,299.9279,7.4256,20.27729,447.33986
2012,SUV,5026.968,299.6282,7.4679,20.07309,452.80698
2013,SUV,4725.611,289.9399,7.1693,20.63551,432.85815
2014,SUV,4602.333,285.6711,7.1334,22.73428,393.25918
2015,SUV,4803.38,294.3128,7.2242,22.65351,397.3735
2016,SUV,4704.794,286.866,7.1311,22.39334,395.83376
2017,SUV,4650.112,284.4615,7.0934,22.54566,393.4359
2018,SUV,4852.465,293.5398,7.1216,22.91331,386.9586
2019,SUV,4867.437,313.8456,6.9641,23.57111,377.02927
2020,SUV,4834.314,336.1031,6.6093,23.12327,383.40278
2021,SUV,5009.035,327.4817,6.0231,23.58403,369.11051
2022,SUV,5043.924,335.236,6.0174,23.3921,371.43661
1978,Truck,4239.07,147.4966,13.5574,13.19362,673.58313
1979,Truck,4282.637,158.36,13.8063,11.93214,744.79522
1980,Truck,4172.095,128.5023,15.5916,14.75415,602.33889
1981,Truck,4023.391,122.6426,15.5633,15.84883,560.73554
1982,Truck,4150.626,128.0784,16.5122,14.83353,599.1155
1983,Truck,3808.876,115.5883,15.6212,16.26206,546.90847
1984,Truck,3908.96,122.7296,15.2299,15.96097,556.98525
1985,Truck,3863.312,128.9426,14.3067,16.39543,542.08817
1986,Truck,3922.897,132.3967,13.5685,17.19446,516.92247
1987,Truck,3931.405,139.8987,13.2284,17.26557,514.77244
1988,Truck,3954.153,139.4593,13.3873,17.30756,513.475
1989,Truck,4159.623,144.7949,12.8589,16.82772,528.11666
1990,Truck,4136.961,147.3706,11.914,16.90719,525.63451
1991,Truck,4181.057,155.6483,11.7066,17.10513,519.55189
1992,Truck,4303.618,153.1776,11.7595,16.83208,527.97995
1993,Truck,4232.465,158.5082,10.7577,17.32727,512.89089
1994,Truck,4245.802,158.6127,10.6838,17.22539,515.9244
1995,Truck,4311.664,158.7022,11.0564,17.1224,519.02779
1996,Truck,4249.124,162.0298,11.3154,17.22801,515.84604
1997,Truck,4461.165,186.3765,10.5769,16.67212,533.04552
1998,Truck,4485.069,189.6273,10.7985,16.59403,535.55391
1999,Truck,4577.936,199.1025,10.5639,16.15338,550.16337
2000,Truck,4589.338,202.1884,10.0276,16.29619,545.34225
2001,Truck,4627.944,218.9842,9.3876,16.15069,550.25512
2002,Truck,4539.895,216.3675,9.4442,16.23646,547.34826
2003,Truck,4751.988,222.0234,9.4524,16.02603,554.53539
2004,Truck,5009.679,235.67,9.4146,15.71813,565.39802
2005,Truck,4992.721,237.8307,9.3452,16.06749,553.10447
2006,Truck,5117.375,243.2232,9.3929,15.93321,557.76592
2007,Truck,5028.26,242.1854,9.3644,16.28718,545.64394
2008,Truck,4900.462,237.4588,9.4485,16.90345,525.75075
2009,Truck,4955.174,255.9183,8.6093,17.73908,500.98425
2010,Truck,5126.945,261.2567,8.7885,17.49153,508.07442
2011,Truck,5060.243,289.3399,8.2158,18.37835,483.55815
2012,Truck,5200.121,302.0872,8.0526,18.53436,479.48788
2013,Truck,5212.73,314.4885,7.8347,19.04427,466.64966
2014,Truck,5217.287,312.613,7.8309,19.07033,466.0119
2015,Truck,4800.678,308.5022,7.5466,20.07486,442.69302
2016,Truck,4803.228,308.598,7.5409,19.97459,444.91527
2017,Truck,4804.545,304.5186,7.5252,20.30761,437.61928
2018,Truck,4827.535,325.2177,7.0414,20.51982,433.52768
2019,Truck,4832.001,317.7599,7.0262,20.88539,425.75064
2020,Truck,4782.764,311.9051,6.8485,21.83567,406.9542
2021,Truck,4789.256,305.3068,6.8221,22.1386,401.3989
2022,Truck,4713.823,297.6836,6.9286,22.37904,395.56113
1986,SUV,3500,139,11.762,19.96042,445.23121
1987,SUV,3500,139,12.4031,19.78802,449.11018
1988,SUV,3500,139,12.2109,19.41766,457.67623
1989,SUV,3500,139,11.6897,19.46746,456.50542
1990,SUV,3500,140,10.9278,19.4629,456.61242
1991,SUV,4000,170,10.6016,17.82229,498.6451
1992,SUV,4000,170,10.4156,17.70687,501.89564
1993,SUV,4000,170,9.7784,17.98245,494.20408
1994,SUV,4000,170,9.6993,17.50676,507.63243
1995,SUV,4000,160,10.0773,18.5981,477.8444
1996,SUV,4000,160,10.6273,18.4672,481.23167
1997,SUV,4000,160,10.3997,17.59284,505.14863
1998,SUV,4000,160,10.8012,17.42195,510.10377
1999,SUV,4000,160,10.7786,17.7318,501.1899
2000,SUV,4000,162.5411,10.2404,17.16618,517.70389
2001,SUV,3826.189,202.4851,8.696,18.08178,491.48915
2002,SUV,3647.415,200.0823,8.7668,19.048,466.55827
2003,SUV,3612.729,200.2263,8.6698,19.39686,458.16688
2004,SUV,3500,197.8142,8.6972,20.15251,440.98724
2005,SUV,3517.299,181.2907,9.2929,20.93664,424.47122
2006,SUV,3545.331,176.4409,9.4125,21.38306,415.60941
2007,SUV,4064.409,215.2952,9.1165,20.43484,434.89456
2008,SUV,3904.647,207.4853,8.9844,21.38758,415.52155
2009,SUV,3791.145,213.3372,8.196,22.66768,392.05609
2010,SUV,3918.59,223.6232,8.185,22.42267,396.33999
2011,SUV,3927.056,239.4832,7.9054,22.84493,389.01415
2012,SUV,3779.777,220.5216,8.1574,23.27748,381.78527
2013,SUV,4179.476,236.4602,8.2221,24.21491,367.00525
2014,SUV,3932.383,213.1252,8.4667,24.3965,364.27358
2015,SUV,4008.484,214.1329,8.5265,24.69186,359.91618
2016,SUV,3995.394,211.6698,8.6041,24.94458,356.26982
2017,SUV,4084.18,208.65,8.7543,25.2256,352.3008
2018,SUV,4048.669,198.1185,9.1501,25.45713,349.09668
2019,SUV,3759.605,201.9797,8.4688,25.65162,346.44989
2020,SUV,3884.43,196.0322,8.3554,28.56244,311.06912
2021,SUV,3837.586,183.4479,8.8694,29.09717,304.22791
2022,SUV,4069.715,229.8407,7.2581,38.48819,200.63821
1978,Van,4088.212,144.6221,13.3206,12.77637,695.58117
1979,Van,4664.678,162.9044,14.403,10.30632,862.2867
1980,Van,4625.036,131.9206,16.58,13.78565,644.65566
1981,Van,4508.602,128.0229,16.6023,14.30833,621.10655
1982,Van,4543.81,130.4355,17.673,13.75239,646.21474
2007,Sedan,3483.326,197.379,8.4661,24.89465,356.98434
2008,Sedan,3462.566,196.3237,8.4987,25.29688,351.30809
2009,Sedan,3436.111,191.0846,8.5197,26.07979,340.7619
2010,Sedan,3445.891,193.734,8.5155,26.3991,336.64032
2011,Sedan,3436.684,191.1288,8.587,26.55646,333.31427
2012,Sedan,3380.142,181.2911,8.7146,27.33712,323.79217
2013,Sedan,3416.185,188.348,8.4883,30.6185,287.68926
2014,Sedan,3316.009,177.1828,8.8191,30.69133,288.56759
2015,Sedan,3343.571,174.6424,8.8266,31.54374,279.24597
2016,Sedan,3356.647,183.4299,8.6812,30.64592,288.64922
2017,Sedan,3418.582,186.1615,8.6971,29.93011,296.003
2018,Sedan,3407.709,180.5047,8.8196,30.12836,293.5381
2019,Sedan,3342.094,169.7332,9.12,31.19443,283.13223
2020,Sedan,3520.295,180.0745,8.8893,31.09275,284.41714
2021,Sedan,3456.003,168.995,9.2126,31.67453,279.46331
2022,Sedan,3507.373,171.7495,9.0466,32.20494,273.00613
1987,SUV,4000,134.3279,13.7825,15.74363,564.48242
1988,SUV,4000,139.8655,13.3808,15.61528,569.12195
1989,SUV,4000,144.8335,12.4925,15.91975,558.23751
1990,SUV,4000,153,11.5309,16.3444,543.73349
1991,SUV,4000,153,11.6256,16.2842,545.74372
1992,SUV,4000,153,11.3522,16.31671,544.65628
1993,SUV,4303.737,153,11.1087,16.12362,551.17884
1994,SUV,4352.256,153,11.2125,15.36549,578.37411
1995,SUV,4204.294,153,11.2467,15.70723,565.79035
1996,SUV,4000,168,10.6544,16.26922,546.24631
1997,SUV,4398.55,168,11.3229,16.07981,552.68052
1998,SUV,4398.223,168,11.6951,15.94193,557.46073
1999,SUV,4337.706,168.6996,11.5337,15.93207,557.80573
2000,SUV,4422.794,169.8133,11.0973,15.68936,566.43488
2001,SUV,4391.641,220.5138,9.3144,15.88509,559.45534
2002,SUV,4422.498,213.821,9.6801,15.74576,564.40574
2003,SUV,4344.527,235.8229,8.8133,17.138,518.55527
2004,SUV,4941.92,270.572,8.4542,15.85588,560.48619
2005,SUV,4852.034,274.0037,8.125,16.74636,530.68243
2006,SUV,4881.347,272.9082,8.2255,16.85204,527.35442
2007,SUV,4777.392,266.2758,8.3075,17.60486,504.80371
2008,SUV,4782.036,269.2638,8.6479,17.95654,494.9171
2009,SUV,4346.151,240.4664,8.4021,20.09643,442.21776
2010,SUV,4558.304,244.407,8.6042,19.14244,464.25639
2011,SUV,4552.888,244.3471,8.7028,19.76238,449.6928
2012,SUV,4564.215,247.63,8.6124,19.71066,450.87283
2013,SUV,4346.038,237.169,8.5505,21.62129,411.03009
2014,SUV,4458.683,245.079,8.443,22.18444,400.59603
2015,SUV,4368.424,227.797,8.8563,23.4858,378.3988
2016,SUV,4275.334,209.1731,9.3021,25.45938,349.06578
2017,SUV,4510.102,244.6293,8.7134,23.8612,372.44562
2018,SUV,4490.644,238.3325,8.8611,24.08321,369.01229
2019,SUV,4585.289,259.3298,8.4138,23.35259,380.55742
2020,SUV,4540.699,254.8312,8.4701,23.59678,376.61922
2021,SUV,4341.268,225.1118,8.9841,25.09849,354.08509
2022,SUV,4650.624,278.309,7.5556,23.57417,376.98034
1978,Truck,4090.479,143.654,13.2637,12.24892,725.68901
1979,Truck,4052.173,134.079,14.6629,12.43928,714.82692
1980,Truck,3591.258,113.3836,15.6221,15.44126,575.53589
1981,Truck,3662.8,112.5796,15.9034,16.01595,554.8843
1982,Truck,3678.878,114.9235,16.7932,16.50718,538.37166
1983,Truck,3567.473,110.5212,15.4704,17.52715,507.87172
1984,Truck,3657.621,111.2859,15.8376,16.502,538.77235
1985,Truck,3776.586,118.7304,15.5738,16.48693,539.10532
1986,Truck,3676.24,114.809,14.8459,17.55828,506.1643
1987,Truck,3670.859,128.272,13.9913,18.04381,492.53083
1988,Truck,3726.961,136.7444,13.7367,18.0543,492.23718
2001,Truck,4000,173,10.4639,19.30905,460.25057
2002,Truck,4000,173,10.6238,18.97893,468.25622
2003,Truck,4000,177.8471,10.258,18.71494,474.86137
2004,Truck,4000,184.6395,9.9506,18.27743,486.22818
2005,Truck,4000,180.0242,10.1025,18.44626,481.77779
2006,Truck,4208.139,182.4883,10.327,18.36901,483.80403
2007,Truck,4396.864,212.7223,9.7444,19.53076,455.02581
2008,Truck,4425.463,217.971,9.6439,19.67818,451.61705
2009,Truck,4468.721,213.4502,9.6539,19.8963,446.66594
2010,Truck,3944.251,211.336,8.9085,23.04121,385.70019
2011,Truck,3910.779,219.5907,8.6452,22.45286,395.80709
2012,Truck,3841.346,209.2364,8.8282,22.46269,395.63382
2013,Truck,3843.451,230.3224,8.2872,22.23085,399.75987
2014,Truck,3968.37,245.9716,8.0368,21.43701,414.56336
2015,Truck,3934,230.9804,8.3911,21.45946,414.12967
2016,Truck,4340.867,290,7.366,20.63802,430.61309
2017,Truck,4342.033,290,7.3616,20.68381,429.65976
2018,Truck,4330.727,290,7.3462,20.62821,430.81787
2019,Truck,4334.017,290,7.3428,20.66645,430.02071
2020,Truck,4500,291,7.0052,22.34544,397.70969
2021,Truck,4452.668,279.948,7.2532,22.74397,390.74089
2022,Truck,4143.756,224.1004,7.977,25.66301,344.8887
2001,SUV,4000,157.2374,10.8981,21.00463,423.09713
2002,SUV,4000,164.2115,10.7659,20.49278,433.66503
2003,SUV,4000,164.0874,10.6291,20.56766,432.08617
2004,SUV,4000,167.8141,10.4963,20.05616,443.10573
2005,SUV,3921.818,170.6784,10.1871,20.23756,439.13386
2006,SUV,3903.349,167.6024,10.3899,20.41704,435.27366
2007,SUV,3956.31,202.889,9.361,20.58822,431.65456
2008,SUV,3977.96,201.1146,9.4882,20.78568,427.55387
2009,SUV,3949.441,201.8923,9.2181,20.95601,424.07872
2010,SUV,3900.664,201.8111,8.8688,24.02329,369.93269
2011,SUV,3833.103,202.4457,8.7753,23.82374,373.03126
2012,SUV,3812.046,199.0874,8.8345,23.80641,373.30282
2013,SUV,3857.728,208.7492,8.6193,24.03319,369.78034
2014,SUV,3883.234,203.9051,8.7938,23.04503,385.63629
2015,SUV,3834.65,196.0651,8.966,23.28465,381.51019
2016,SUV,3822.348,180.8083,9.2866,24.8809,357.11482
2017,SUV,3851.672,181.1598,9.3685,24.87943,357.16401
2018,SUV,3747.154,176.3359,9.4451,25.2055,352.58176
2019,SUV,3700.574,175.2125,9.2549,25.83565,342.97335
2020,SUV,3762.075,179.6407,9.1373,25.67141,345.23524
2021,SUV,3604.481,173.251,9.3357,27.26331,322.88418
2022,SUV,3638.417,197.7107,8.3315,29.14999,303.43466
1986,Sedan,2500,68,15.9502,29.50005,301.25377
1987,Sedan,2500,68,16.3799,28.99627,306.4877
1988,Sedan,2500,68,16.6613,28.69215,309.73632
1989,Sedan,2580.206,74.7373,15.6288,27.75856,320.15354
1990,Sedan,2635.614,89.0456,12.9423,27.56661,322.38278
1991,Sedan,2631.509,88.8602,13.1328,27.11118,327.7984
1992,Sedan,2776.065,99.0156,12.3653,25.74401,345.20647
1993,Sedan,2790.266,104.1224,11.2526,25.60753,347.04629
1994,Sedan,2665.798,98.0132,11.2774,26.88995,330.49525
1995,Sedan,2812.677,112.0656,11.1502,25.35978,350.4368
1996,Sedan,2720.394,108.7869,11.4277,26.78697,331.76579
1997,Sedan,2820.059,115.9358,11.0817,25.35033,350.56746
1998,Sedan,2830.568,114.6055,11.5777,24.89044,357.04476
1999,Sedan,2948.388,126.3107,11.0382,24.8014,358.3265
2000,Sedan,3024.411,129.7427,10.5466,24.35841,364.84315
2001,Sedan,3071.863,132.294,10.2075,25.04297,354.87003
2002,Sedan,3101.131,134.9424,10.3529,24.81606,358.11485
2003,Sedan,3162.441,140.7764,10.0383,24.09872,368.77481
2004,Sedan,3247.34,146.3401,9.9434,23.40978,379.62761
2005,Sedan,3179.397,142.4381,9.9707,23.96994,370.75603
2006,Sedan,3523.693,186.3917,8.9623,23.79473,373.48614
2007,Sedan,3383.729,170.0118,9.4814,25.41812,349.63247
2008,Sedan,3220.368,152.5708,9.9518,26.61769,333.87573
2009,Sedan,3351.044,171.4252,9.2219,26.69144,332.95315
2010,Sedan,3184.386,156.9693,9.6537,28.09456,316.32453
2011,Sedan,3395.965,193.7327,8.308,28.0698,316.60355
2012,Sedan,3281.959,185.8385,8.387,29.45745,301.68934
2013,Sedan,3216.26,178.2203,8.4525,30.22002,294.07662
2014,Sedan,3206.062,176.1845,8.4753,29.35392,302.75347
2015,Sedan,3388.202,186.7343,8.3755,28.89971,307.51172
2016,Sedan,3208.614,168.2121,8.6676,30.61303,290.18913
2017,Sedan,3178.857,162.7015,8.7879,32.08435,276.80229
2018,Sedan,3250.703,168.578,8.694,31.84539,278.92481
2019,Sedan,3256.093,168.4693,8.6046,32.3432,273.70958
2020,Sedan,3152.028,157.2046,8.7391,34.59077,256.09953
2021,Sedan,3251.933,164.5575,8.6503,34.43917,257.52908
2022,Sedan,3331.214,173.0597,8.4771,35.63606,242.48353
2001,SUV,4000,173,10.4639,19.30905,460.25057
2002,SUV,4000,173,10.6238,18.97893,468.25622
2003,SUV,4000,177.8471,10.258,18.71494,474.86137
1978,SUV,4710.991,165.0603,13.2334,11.89213,747.30107
1979,SUV,5168.646,148.6553,15.7513,9.51943,933.56402
1980,SUV,5071.11,161.3187,14.9917,12.35379,719.37419
1981,SUV,5013.348,158.9668,15.1642,13.7489,646.37886
1982,SUV,5260.335,147.1982,17.0438,16.35531,576.09912
1983,SUV,4507.062,128.7319,15.8383,17.25267,524.56821
1984,SUV,4419.877,128.1164,15.7207,17.07124,524.85929
1985,SUV,4348.086,125.6031,15.6803,17.18658,519.27429
1986,SUV,4290.15,130.3098,14.3258,16.50583,540.80525
1987,SUV,4392.948,149.0213,13.8089,16.34466,544.60199
1988,SUV,4463.324,157.4971,13.4288,16.37492,543.4019
1989,SUV,4405.55,164.7067,12.3846,16.80516,529.32629
1990,SUV,4430.924,158.3741,12.1078,16.46639,540.35714
1991,SUV,4179.054,156.3117,11.893,17.19716,517.16624
1992,SUV,4349.493,171.1555,11.2503,16.08147,552.6236
1993,SUV,4621.999,193.334,9.9577,16.17537,549.4155
1994,SUV,4730.627,191.6417,10.1002,16.11378,551.51564
1995,SUV,4701.056,187.2905,10.496,16.06684,553.12665
1996,SUV,4786.127,206.7344,10.4082,16.32841,544.30772
1997,SUV,4935.083,215.7288,10.2068,16.01133,555.08322
1998,SUV,4624.649,204.8832,10.5358,16.66051,533.44648
1999,SUV,4687.715,212.5027,10.2762,16.1601,549.93482
2000,SUV,4965.689,220.161,9.9724,15.87482,559.81732
2001,SUV,5191.85,240.5153,9.4562,15.20341,584.5401
2002,SUV,5149.1,267.1447,8.978,15.83219,561.32469
2003,SUV,5288.021,267.5191,8.9812,15.5494,571.53342
2004,SUV,5308.738,277.0837,8.8001,15.70167,565.99093
2005,SUV,5398.334,285.2674,8.6639,15.72761,565.05732
2006,SUV,5100.798,273.1173,8.7731,16.26404,546.42034
2007,SUV,5574.202,304.0167,8.5448,16.51714,538.04708
2008,SUV,5315.151,290.0385,8.5611,17.1756,517.42019
2009,SUV,5266.267,297.9995,7.9898,18.07332,491.71935
